rep,method,n,conversion,theta0,theta1,se0,se1,moment_norm
18,CQ-DML: apenas m correto,30000,0.0582,-0.4946898181422072,-0.06728091871763207,0.07956783704602303,0.07956783704602303,1.2100315106047024e-18
18,CQ-DML: apenas b correto,30000,0.0582,-0.437927204150643,-0.1585190415810332,0.06076854309254532,0.060768543092545334,6.86669734180396e-19
18,CQ-DML: ambos incorretos,30000,0.0582,0.6634069241205734,-0.7060221006210643,0.06426893898358026,0.06426893898358026,3.103062792960397e-16
18,Q: densidade correta,30000,0.0582,-0.4701926680210113,-0.0706716167266478,0.07776950737957629,0.07776950737957627,6.667810134346539e-10
18,Q: densidade incorreta,30000,0.0582,-0.3451991585732313,0.8078567415271978,0.07717993587150526,0.07717993587150526,8.690517631954061e-10
19,CQ-DML: b e m corretos,30000,0.0602,-0.33439534253110637,-0.22816090862319718,0.06688560316270235,0.06688560316270235,1.3735305743750957e-18
19,CQ-DML: apenas m correto,30000,0.0602,-0.3101569772231292,-0.2583668524681178,0.07065289355170348,0.07065289355170348,4.073431843255145e-18
19,CQ-DML: apenas b correto,30000,0.0602,-0.3364026999258286,-0.21951875345422145,0.060084913828610906,0.060084913828610906,1.4984282146492041e-18
19,CQ-DML: ambos incorretos,30000,0.0602,0.7511199665931915,-0.799265908681438,0.06748440928210976,0.06748440928210976,9.748385398162847e-18
19,Q: densidade correta,30000,0.0602,-0.356206258856797,-0.2335377771399353,0.06575172300211791,0.06575172300211791,1.244569207136946e-11
19,Q: densidade incorreta,30000,0.0602,-0.21558517059141305,0.632985710062652,0.06629571261529775,0.06629571261529776,5.937580659970437e-11
20,CQ-DML: b e m corretos,30000,0.0601,-0.484313460261026,-0.04627377160367833,0.07390493858715194,0.07390493858715194,4.359756436729413e-18
20,CQ-DML: apenas m correto,30000,0.0601,-0.5381348161556606,0.0037103324556956177,0.08298608784623006,0.08298608784623006,9.613562812782235e-19
20,CQ-DML: apenas b correto,30000,0.0601,-0.4239257361549902,-0.10213758786734849,0.06089780782314289,0.06089780782314289,3.4654998780807438e-18
20,CQ-DML: ambos incorretos,30000,0.0601,0.6674026842835756,-0.6965265060667442,0.06435160491646727,0.06435160491646727,1.0690779036078963e-17
20,Q: densidade correta,30000,0.0601,-0.49137982666306174,-0.07620341032736533,0.07419363618072039,0.07419363618072042,7.992876801094941e-10
20,Q: densidade incorreta,30000,0.0601,-0.3554214077655534,0.7921336721598441,0.07451660845175608,0.07451660845175609,7.329041127569496e-10
21,CQ-DML: b e m corretos,30000,0.06163333333333333,-0.31330631738384085,-0.24705071817542854,0.0694543566369972,0.0694543566369972,6.223604849421402e-19
21,CQ-DML: apenas m correto,30000,0.06163333333333333,-0.3424010165346959,-0.21952442312266815,0.07573128170361462,0.07573128170361464,7.273006176493183e-18
21,CQ-DML: apenas b correto,30000,0.06163333333333333,-0.30751696772655307,-0.22863107850975273,0.062247848806125515,0.062247848806125494,1.4462244879028772e-18
21,CQ-DML: ambos incorretos,30000,0.06163333333333333,0.7977871113366892,-0.8086518825933752,0.07031624179148606,0.07031624179148606,8.660847971143138e-19
21,Q: densidade correta,30000,0.06163333333333333,-0.2971448386688443,-0.255139318531922,0.06482752043298758,0.06482752043298758,4.742551181267139e-10
21,Q: densidade incorreta,30000,0.06163333333333333,-0.15678222549447068,0.6194748976340637,0.06533118051704706,0.06533118051704707,6.835757181157686e-11
22,CQ-DML: b e m corretos,30000,0.05896666666666667,-0.33512998950414874,-0.26783387349068294,0.06638171902985114,0.06638171902985114,1.0650752096874035e-18
22,CQ-DML: apenas m correto,30000,0.05896666666666667,-0.36811000533840277,-0.24228281555233372,0.07146490201780592,0.0714649020178059,7.847986826821139e-19
22,CQ-DML: apenas b correto,30000,0.05896666666666667,-0.3673055445180212,-0.24471109946685682,0.05956164041369837,0.05956164041369839,2.175380466097213e-18
22,CQ-DML: ambos incorretos,30000,0.05896666666666667,0.698455608949872,-0.7946751036018577,0.0671489896653342,0.0671489896653342,5.107623215559429e-15
22,Q: densidade correta,30000,0.05896666666666667,-0.3352994081391605,-0.2996865699568349,0.070796713620323,0.070796713620323,9.978269024558685e-10
22,Q: densidade incorreta,30000,0.05896666666666667,-0.23159562141808995,0.6108511402819163,0.07064918111304955,0.07064918111304953,6.037108048352007e-11
23,CQ-DML: b e m corretos,30000,0.061266666666666664,-0.26732388760749826,-0.20957711589238112,0.0651554615361084,0.0651554615361084,8.624181034493883e-19
23,CQ-DML: apenas m correto,30000,0.061266666666666664,-0.2467515933634156,-0.22864444995111224,0.06885847625316324,0.06885847625316324,1.9968291090803385e-18
23,CQ-DML: apenas b correto,30000,0.061266666666666664,-0.2979581457751404,-0.16937788120848088,0.058451935197359424,0.05845193519735941,5.562655917982703e-19
23,CQ-DML: ambos incorretos,30000,0.061266666666666664,0.7551684218227502,-0.7005482336838023,0.06437536616392336,0.06437536616392336,6.297110486641607e-17
23,Q: densidade correta,30000,0.061266666666666664,-0.27287307005578226,-0.19806049483017524,0.06587530213282247,0.06587530213282247,4.252838217568409e-11
