scenario,label,method,rep,seed,n,test_n,conversion,converters,success,error,warnings,log_ratio_rmse,lift_mae,lift_bias,rank_spearman,theta0,theta1,moment_norm,propensity_clip_fraction
continuous_common,Contínuo: efeito comum,Q,2,20261908,12000,2000,0.050083333333333334,601,True,,,0.39938242445020883,0.2607703560754308,-0.1044179537905384,,,,,
continuous_common,Contínuo: efeito comum,DML,2,20261908,12000,2000,0.050083333333333334,601,True,,,0.03391712086471416,0.03228951825840523,0.002245995086191535,,-0.3624942499438233,-0.05235219846585291,1.4505527246856748e-18,
continuous_common,Contínuo: efeito comum,S-learner,2,20261908,12000,2000,0.050083333333333334,601,True,,,0.396059271473888,0.330180063877913,-0.06542893389588118,,,,,
continuous_common,Contínuo: efeito comum,Q,3,20261909,12000,2000,0.0465,558,True,,,0.5282510688672247,0.3266932503840717,-0.07180008278046458,,,,,
continuous_common,Contínuo: efeito comum,DML,3,20261909,12000,2000,0.0465,558,True,,,0.06286923167898228,0.04759986139932603,-0.006387699761049797,,-0.28800892015596835,-0.07971653820737959,9.652504012337752e-19,
continuous_common,Contínuo: efeito comum,S-learner,3,20261909,12000,2000,0.0465,558,True,,,0.3264686920673429,0.2712605411101587,0.012139400217955256,,,,,
continuous_common,Contínuo: efeito comum,Q,4,20261910,12000,2000,0.051166666666666666,614,True,,,0.5023840905120739,0.2695712979119852,-0.18114986707226438,,,,,
continuous_common,Contínuo: efeito comum,DML,4,20261910,12000,2000,0.051166666666666666,614,True,,,0.06299720252789544,0.05188530465478007,-0.0054732835442486034,,-0.29745844802249444,-0.08430805429757462,8.199406617376352e-19,
continuous_common,Contínuo: efeito comum,S-learner,4,20261910,12000,2000,0.051166666666666666,614,True,,,0.3055571957834411,0.22220569137333482,-0.09832639555190589,,,,,
continuous_common,Contínuo: efeito comum,Q,5,20261911,12000,2000,0.0505,606,True,,,0.3422347110901424,0.23640919005167843,-0.07600307418452663,,,,,
